Net,Station,Lat,Long,Moho_km,err_moho,Avg_Vp/Vs,Poisson’s_ratio,Elevation,Avg_Vp(km/s),Vp_err,Avg_Vs(km/s),Vs_err,N,Sediment,Location,Reference,Compilation,Comments (Method - other notes etc.),Sub-methods,Comments2,H2 (other methods),err,Vsn2,κ2,Unnamed: 25,Unnamed: 26
,,27.375,99.625,58.7,,1.72,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,99.875,51.9,,1.83,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,100.125,52.9,,1.82,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,100.375,54.3,,1.78,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,100.625,54.7,,1.77,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,100.875,57.8,,1.77,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,101.125,61.6,,1.74,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,101.375,66.0,,1.74,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,101.875,57.6,,1.81,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,102.125,58.7,,1.8,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,102.375,67.0,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,102.625,49.5,,1.83,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,102.875,52.5,,1.74,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,103.125,52.3,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,103.375,48.6,,1.77,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,103.625,43.6,,1.89,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,103.875,41.0,,1.77,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,104.125,41.0,,1.77,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,104.375,36.0,,1.77,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,104.625,34.0,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,104.875,35.6,,1.88,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,105.125,34.9,,1.94,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,105.375,43.0,,1.76,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,105.625,29.8,,1.94,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,105.875,44.0,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,106.125,41.0,,1.74,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,106.375,37.0,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,106.625,42.0,,1.76,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,106.875,47.0,,1.77,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.375,107.125,33.0,,1.79,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.38,41.79,36.9,,1.775,,,,,,,,,Middle_East,Al-Damegh2005,Stephenson 2024,Hk,-,,,,,,,
,,27.38,102.54,49.68,,1.93,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,27.4,98.8,52.3,,1.84,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.4,99.1,55.0,,1.82,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.4,100.4,55.3,,1.75,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.4,101.1,59.8,,1.78,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.4,101.4,60.6,,1.88,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.4,102.0,61.7,,1.76,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.4,102.2,55.4,,1.95,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.4,103.7,54.4,,1.7,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.4,104.1,39.8,,1.81,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.4,104.9,37.4,,1.7,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.4,105.6,30.3,,1.95,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.4,106.1,46.7,,1.65,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.4,106.4,45.5,,1.64,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.4,107.0,43.4,,1.86,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.4,115.8,29.0,,1.77,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,27.4,118.9,32.6,,1.75,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,27.4,119.48,32.02,,1.75,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,27.4,119.5,34.0,,1.7,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,27.41,115.85,29.76,,1.74,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,27.43,84.39,38.0,,2.02,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.45,85.05,64.0,,1.7,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.46,-111.61,19.0,,1.6,,,,,,,,,OFFSHORE,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.47,94.91,41.6,,1.76,,,,,,,,,India,Shukla2022,Stephenson 2024,Hk,-,,,,,,,
,,27.47,101.68,38.17,,1.6,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,27.49,86.09,25.0,,1.6,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.49,89.64,34.0,,2.1,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.5,44.34,47.0,,1.77,,,,,,,,,Middle_East,Tang2016,Stephenson 2024,Hk,-,,,,,,,
,,27.5,84.0,53.5,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,84.5,53.0,,1.76,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,85.0,48.0,,1.76,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,85.5,43.5,,1.76,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,86.0,51.0,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,86.5,48.0,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,89.9,56.0,,1.68,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.5,90.51,48.0,,1.81,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.5,100.1,55.4,,1.77,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.5,101.5,60.3,,1.84,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.5,102.5,54.5,,1.8,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.5,103.2,51.7,,1.71,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.5,104.5,43.6,,1.84,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.5,108.5,33.0,,1.82,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,109.0,44.5,,1.73,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,111.5,41.1,,1.64,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,112.0,33.0,,1.74,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,114.5,33.0,,1.72,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,116.0,29.7,,1.76,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,116.5,32.1,,1.74,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,116.6,32.0,,1.75,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,27.5,117.5,31.2,,1.68,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,118.0,34.0,,1.74,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,118.5,34.4,,1.69,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,119.0,33.7,,1.7,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.5,119.5,34.3,,1.71,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.52,-80.88,38.0,,1.87,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.52,86.58,25.0,,1.64,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.52,86.59,33.0,,1.69,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.524,-80.879097,36.0,,1.8175,,,,,,,,,America_North,Ma2017,Stephenson 2024,Hk,-,,,,,,,
,,27.53,93.85,44.3,,1.78,,,,,,,,,India,Shukla2022,Stephenson 2024,Hk,-,,,,,,,
,,27.53,116.56,32.81,,1.72,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,27.5459,-97.8929,31.0,,1.7975,,,,,,,,,America_North,Ma2017,Stephenson 2024,Hk,-,,,,,,,
,,27.55,-97.89,29.0,,1.79,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.55,90.77,28.0,,2.09,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.57,89.32,40.0,,1.83,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.585501,-81.754303,38.0,,1.81,,,,,,,,,America_North,Ma2017,Stephenson 2024,Hk,-,,,,,,,
,,27.59,-81.75,40.0,,1.64,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.59,84.7,38.0,,1.72,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.59,85.32,34.0,,1.72,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.59,91.87,45.4,,1.81,,,,,,,,,India,Shukla2022,Stephenson 2024,Hk,-,,,,,,,
,,27.6,-98.52,55.0,,1.62,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.6,85.56,46.0,,1.76,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.6,99.4,53.9,,1.68,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.6,101.1,58.7,,1.72,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.6,101.3,64.8,,1.75,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.6,102.4,53.0,,1.95,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.6,102.5,54.9,,1.77,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.6,102.8,48.8,,1.81,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.6,103.3,49.1,,1.78,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.6,103.5,51.6,,1.74,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.6,103.8,54.0,,1.65,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.6,104.1,41.4,,1.82,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.6,119.1,35.5,,1.64,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,27.601801,-98.519203,35.5,,1.8025,,,,,,,,,America_North,Ma2017,Stephenson 2024,Hk,-,,,,,,,
,,27.61,-99.27,35.0,,1.74,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.6133,-99.274597,29.25,,1.795,,,,,,,,,America_North,Ma2017,Stephenson 2024,Hk,-,,,,,,,
,,27.62,119.06,34.16,,1.68,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,27.625,98.375,50.5,,1.73,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,98.625,51.5,,1.73,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,99.125,61.0,,1.73,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,99.375,62.7,,1.74,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,99.625,55.5,,1.73,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,99.875,59.5,,1.73,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,100.125,59.5,,1.73,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,100.375,60.5,,1.74,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,100.625,54.2,,1.79,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,100.875,54.5,,1.81,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,101.125,59.5,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,101.375,64.5,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,101.625,55.9,,1.92,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,101.875,59.3,,1.79,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,102.125,61.2,,1.79,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,102.375,63.0,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,102.625,68.5,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,102.875,52.3,,1.73,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,103.125,46.5,,1.81,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,103.375,47.2,,1.77,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,103.625,52.5,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,103.875,38.0,,1.76,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,104.125,40.5,,1.76,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,104.375,46.5,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,104.625,36.6,,1.72,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,105.125,45.5,,1.69,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,105.375,40.0,,1.76,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,105.625,42.3,,1.73,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,105.875,39.0,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,106.125,41.2,,1.72,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,106.375,42.6,,1.7,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,106.625,42.9,,1.66,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,106.875,38.8,,1.72,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.625,107.125,32.5,,1.88,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.63,86.23,48.0,,1.84,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.67,-82.24,29.0,,1.88,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.67,89.08,26.0,,2.07,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.6702,-82.235703,42.25,,1.8375,,,,,,,,,America_North,Ma2017,Stephenson 2024,Hk,-,,,,,,,
,,27.7,99.1,56.0,,1.82,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.7,100.7,55.3,,1.83,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.7,101.9,64.1,,1.87,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.7,102.0,64.9,,1.83,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.7,102.4,59.6,,1.8,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.7,102.8,55.5,,1.78,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.7,103.3,45.5,,1.86,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.7,106.0,42.8,,1.74,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.7,106.3,42.9,,1.72,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.7,106.6,44.8,,1.63,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.7,112.0,34.4,,1.62,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,27.71,85.76,42.0,,1.86,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.71,100.86,55.32,,1.81,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,27.72,85.58,57.0,,1.66,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.73,112.0,32.07,,1.72,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,27.74,86.16,25.0,,1.81,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.74,98.67,40.39,,1.63,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,27.76,85.36,33.0,,2.1,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.77,106.85,37.06,,1.87,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,27.78,-105.73,37.0,,1.73,,,,,,,,,America_North,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.78,84.65,46.0,,1.73,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.8,85.28,44.0,,1.78,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.8,85.65,28.0,,1.76,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.8,86.71,62.0,,1.65,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.8,100.2,52.4,,1.81,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.8,100.6,55.1,,1.81,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.8,100.7,57.0,,1.75,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.8,101.2,55.6,,1.79,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.8,101.5,57.6,,1.83,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.8,101.9,62.6,,1.78,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.8,103.5,42.3,,2.06,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.8,103.9,42.6,,1.75,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.8,105.6,44.9,,1.69,,,,,,,,,Asia_China,Wang2017,Stephenson 2024,Hk,-,,,,,,,
,,27.8,114.4,31.5,,1.73,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,27.8,118.0,33.0,,1.76,,,,,,,,,Asia_China,Guo2019,Stephenson 2024,Hk,-,,,,,,,
,,27.81,103.19,45.59,,1.92,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,27.81,114.37,31.46,,1.72,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,27.82,99.7,37.24,,1.54,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,27.84,85.15,44.0,,1.89,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.85,102.26,38.89,,1.63,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,27.86,102.45,50.65,,1.61,,,,,,,,,Asia_China,He2014,Stephenson 2024,Hk,-,,,,,,,
,,27.87,84.83,51.0,,1.71,,,,,,,,,Asia,EARS,Stephenson 2024,Hk,,,,,,,,
,,27.875,98.375,58.5,,1.73,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,99.125,60.0,,1.73,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,99.375,54.5,,1.79,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,99.625,54.0,,1.74,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,99.875,54.5,,1.79,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,100.125,58.2,,1.7,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,100.375,54.5,,1.79,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,100.625,54.3,,1.82,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,100.875,58.1,,1.72,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,101.125,55.5,,1.79,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,101.375,57.0,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,101.625,58.9,,1.76,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,101.875,68.5,,1.68,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,102.125,69.0,,1.74,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,102.375,65.0,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,102.625,59.3,,1.86,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,102.875,53.2,,1.82,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,103.125,59.9,,1.74,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,103.375,51.9,,1.73,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,103.625,57.0,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,103.875,44.0,,1.76,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,104.125,40.0,,1.76,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,104.375,44.0,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,104.625,37.1,,1.8,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,104.875,42.5,,1.75,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,105.125,43.1,,1.74,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,105.375,32.0,,1.78,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,105.625,35.5,,1.77,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,105.875,37.9,,1.82,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
,,27.875,106.125,41.7,,1.73,,,,,,,,,Asia_China,Cheng2022,Stephenson 2024,Hk,-,,,,,,,
